paperid,originalaffiliation
2072708938,"Massachusetts General Hospital, Harvard Medical School, Boston, USA#TAB#"
2072708938,"Swartz Center for Computational Neuroscience, University of California, San Diego, USA#TAB#"
2072734893,"CIMeC, University of Trento"
2072744218,Univ. de Aveiro (Portugal)
2072776325,"Chemical Engineering Program, Texas A&M University at Qatar, Doha, Qatar#TAB#"
2072776325,"Electrical and Computer Engineering Program, Texas A&M University at Qatar, Doha, Qatar#TAB#"
2072776834,Academy of Sciences of the Czech Republic#TAB#
2072776834,"Charles University, Prague, Czech Republic#TAB#"
2072776834,"Voice Technologies and Systems, Prague, Czech Republic#TAB#"
2072792217,"University of California, Santa Cruz, Moffett Field, CA, USA"
2072826173,Osaka Prefecture University
2072826173,University of Granada
2072878407,"Advanced Technology Centre, BAE Systems, Sowerby Building, PO Box 5, Filton, Bristol BS34 7QW, UK"
2072878407,"Department of Mathematics, Imperial College London, South Kensington Campus, London SW7 2AZ, UK"
2072878407,"Institute for Mathematical Sciences, Imperial College London, South Kensington Campus, London SW7 2AZ, UK"
2072929867,"ETIS ENSEA-UCP-CNRS 8051, Université de Cergy-Pontoise, Cergy-Pontoise, France"
2072985981,Lakehead University
2072995952,"Aalto University, Espoo, Finland"
2072995952,"Aalto University & University of Helsinki, Espoo & Helsinki, Finland"
2072995952,"University of Helsinki, Helsinki, Finland"
2073055712,"Engineering Science Department, Suez University, Suez, Egypt#TAB#"
2073055712,"Robotics and Autonomous Systems Research Group, German University in Cairo, Egypt#TAB#"
2073127664,"Technical University of Szeczin, Faculty of Computer and Information Systems , Szeczin, Poland"
2073127664,"University of Massachusetts at Boston, Department of Computer Science , Boston, Massachusetts, 02125, USA"
2073139963,"Computational Learning Laboratory, Center for the Study of Language and Information, Stanford University, Stanford, CA 94305, USA#TAB#"
2073171642,"School of Computing Science, Simon Fraser University, Vancouver-Burnaby, Canada V5A 1S6#TAB#"
2073180754,Vrije Universiteit Brussel
2073184692,"Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong, China#TAB#"
2073184692,"Department of Computer Science, Simon Fraser University, Canada#TAB#"
2073187345,"National University of Singapore, Singapore#TAB#"
2073187345,"University College London, London, UK#TAB#"
2073200397,Fudan University
2073200397,Shanghai Center for Bioinformation Technology
2073200397,"Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences"
2073200397,Shanghai Jiaotong University
2073249613,"HRL Laboratories, Center for Neural and Emergent Systems, Malibu, CA, USA"
2073249613,"Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA"
2073249613,"Neuroscience Department, Oberlin College, Oberlin, OH, USA"
2073249985,"Imperial College London, London, UK"
2073256825,"LIAAD --- INESC TEC and Faculty of Economics, University of Porto, Porto, Portugal 4050-190#TAB#"
2073256825,"LIAAD --- INESC TEC and Faculty of Medicine, University of Porto, Porto, Portugal 4050-190#TAB#"
2073256825,"LIAAD --- INESC TEC and Faculty of Science, University of Porto, Porto, Portugal 4050-190#TAB#"
2073292621,"Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates#TAB#"
2073292621,"Department of Electrical Engineering, American University of Sharjah, Sharjah, United Arab Emirates#TAB#"
2073303726,"Department of Computer Science, Brown University, Providence 02912#TAB#"
2073303726,"Department of Computer Science, Rutgers, The State University of NJ, Piscataway 08854-8019#TAB#"
2073335369,"ECE Department, University of California, San Diego, USA#TAB#"
2073338313,"Department of Biochemistry, University of North Carolina"
2073338313,"Department of Biochemistry, University of Washington, Box 357350"
2073338313,"Department of Computer Science and Engineering, University of Washington"
2073338313,"Department of Computer Science and Engineering, University of Washington, Box 352350"
2073338313,"Howard Hughes Medical Institute, University of Washington, Box 357370"
2073338313,"School of Computer Science, Carnegie Mellon University"
2073367419,"Rudjer Boskovic Institute, Bijenicka 54, 10000 Zagreb, Croatia#TAB#"
2073379399,"Department of Applied Electronics, Sant Gadge Baba Amravati University, Amravati, Maharashtra, India#TAB#"
2073398883,"Georg-August-Universität Göttingen, III. Institute of Physics - Biophysics, Friedrich-Hund Platz 1, Göttingen, 37077, Germany"
2073398883,"Max Planck Research Group Network Dynamics, Max Planck Institute for Dynamics and Self-Organization, Max Planck Society"
2073406124,"Cognitive and Information Sciences, School of Social Sciences, Humanities, and Arts, University of California, Merced, Merced, USA"
2073415627,"Cornell University, Ithaca, NY, USA"
2073415627,"Stanford University, Stanford, CA, USA"
2073426032,"Nagoya Institute of Technology, Nagoya-city, Aichi, Japan and National Institute of Information and Communications Technology#TAB#"
2073426032,"Nagoya Institute of Technology, Nagoya-city, Aichi, Japan#TAB#"
2073426032,National Institute of Information and Communications Technology and Kinki University#TAB#
2073426032,National Institute of Information and Communications Technology and Spoken Language Communication Research Labs#TAB#
2073430215,INRIA Sophia Antipolis - Méditerranée (France)
2073431990,"State Key Laboratory of Earth Surface Processes and Resource Ecology , Beijing Normal University , Beijing , PR China ; Key Laboratory of Environment Change and Natural Disaster , Beijing Normal University , Beijing , PR China"
2073493176,"INRIA Rocquencourt, France"
2073504998,"Institute for Systems Research, University of Maryland, College Park, MD#TAB#"
2073504998,"National Institute for Applied Sciences, Villeurbanne, France#TAB#"
2073547657,"Knowledge Media Institute, The Open University, Walton Hall, Milton Keynes MK7 6AA, UK#TAB#"
2073547657,"School of Computer Engineering, Nanyang Technological University, Nanyang Avenue, Singapore 639798, Singapore#TAB#"
2073627102,"Nara Institute of Science and Technology, Ikoma, Nara, Japan#TAB#"
2073627450,Nagoya University#TAB#
2073627450,University of Tokyo#TAB#
2073628946,"Wright State University, Dayton, OH"
2073632792,"Ecole Polytechnique de Montreal, University of Montreal, 2900, boul. Edouard-Montpetit, Campus de l'Universite de Montreal, 2500, chemin de Polytechnique, Montreal (Quebec) H3T 1J4, Canada and Sai ...#TAB#"
2073632792,"Sainte-Justine Hospital Research Center, 3175, Chemin de la Cote-Sainte-Catherine, Montreal (Quebec) H3T 1C5, Canada#TAB#"
2073634681,"Department of Computer Science, The University of California, Los Angeles#TAB#"
2073657967,"University of Melbourne, Australia#TAB#"
2073699560,"E-Health Research Center, Australia CSIRO ICT Center, Herston, Australia 4029#TAB#"
2073699560,"School of Computer Science & Engineering, University of New South Wales, Sydney, Australia 2052#TAB#"
2073699560,"School of Computer Science & Technology, Donghua University, Shanghai, China#TAB#"
2073834924,"University of Texas at Austin, Austin, USA"
2073844507,"The University of Liverpool, Department of Computer Science, Ashton Building, Ashton Street, Liverpool, L69 3BX, United Kingdom#TAB#"
2073845625,"IIIT, Hyderabad, India#TAB#"
2073875457,"Computer Science Department, Stanford University, Stanford#TAB#"
2073895474,"Department of Signal Theory and Communications, Universidad de Alcalá, Alcalá de Henares, Madrid, Spain"
2073988609,"University of Alberta, Edmonton, Alberta, Canad"
2073988609,"University of Alberta, Edmonton, Alberta, Canad#TAB#"
2073991390,"Centro de Automática y Robótica, CSIC-UPM, Ctra de Campo Real 0,200. Arganda del Rey, 28500, Madrid, Spain and Escuela Politécnica Superior. UAM. C/ Francisco Tomás y Valiente ...#TAB#"
2073991390,"Centro de Automática y Robótica, CSIC-UPM, Ctra de Campo Real 0,200. Arganda del Rey, 28500, Madrid, Spain#TAB#"
2073993390,"Department of Industrial Engineering, Tel-Aviv University, Israel#TAB#"
2073993390,"Department of Information Systems Engineering, Ben-Gurion University of the Negev, 84105 Beer-Sheva, Israel#TAB#"
2074006029,"Bioinformatics Group, Turku Centre for Computer Science, Turku, Finland"
2074065287,Queen’s University Belfast
2074065694,"George Mason University, Fairfax, USA#TAB#"
2074165061,"Department of Computer and Electrical Engineering and Computer Science, California State University, Bakersfield, CA, USA"
2074165061,"School of Electrical Engineering and Automation, Tianjin University, Tianjin, China"
2074202447,"UCL, Neuroscience, Physiology and Pharmacology, London, United Kingdom"
2074202447,"University of Sheffield, Department of Psychology, Sheffield, United Kingdom"
2074216885,"Information Technology Department, University of Ciputra, UC Town, Citraland, Surabaya, Indonesia"
2074229709,"Department of Industrial Engineering & Management Sciences, Northwestern University, Evanston, IL 60208-3119, USA"
2074229709,Hong Kong University of Science and Technology
2074229709,Kasetsart University
2074270446,"INRIA Sophia Antipolis, Route des Lucioles, France"
2074270446,"St. Petersburg State University, Russia"
2074310030,"Laboratoire Lorrain de Recherche en Informatique et ses Applications (LORIA), Campus Scientifique, B.P. 70239, 54500 Vanduvre-lès-Nancy, France#TAB#"
2074310030,"State University Higher School of Economics, Pokrovskiy Bd. 11, 109028 Moscow, Russia#TAB#"
2074310030,"UMR 1136, Institut National de la Recherche Agronomique (INRA), Nancy Université, Interactions Arbres/Micro-organismes, 54280 Champenoux, France#TAB#"
2074329842,Virginia Tech
2074335913,"1. Research Center on Fictitious Economy & Data Science,#R##N#Chinese Academy of Sciences, Beijing 100190, China and#R##N#2.College of Information Science & Technology,#R##N#University of Nebraska at Omaha Omaha, NE 68182, USA"
2074335913,"Research Center on Fictitious Economy & Data Science,#R##N#Chinese Academy of Sciences, Beijing 100190, China"
2074404037,"Technische Universität München, Garching bei München, Germany#TAB#"
2074438062,University of Bristol
2074464702,"Department of Control Engineering, University of Mohamed Khider, Biskra, Algeria#TAB#"
2074464702,"Department of Electronics, University of Badji Mokhtar, Annaba, Algeria#TAB#"
2074464702,"Electrical Engineering and Automatic Control Research Group (GREAH), University of Le Havre, Le Havre, France#TAB#"
2074470766,Center for Artificial Intelligence and Technology (CAIT)
2074470766,Drug Industry and Medical Appliances
2074470766,Universiti Kebangsaan Malaysia
2074507216,"University of Tokyo, Hongo, Bunkyo, Tokyo, Japan#TAB#"
2074522330,"Carnegie Mellon University, Pittsburgh, PA, United States of America"
2074522330,"Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil"
2074528627,"BioCircuits Institute, University of California San Diego, La Jolla, CA 92093-0404, USA#TAB#"
2074528627,"Departamento de Ingeniería Informática and Instituto de Ingeniería del Conocimiento, C/Francisco Tomás y Valiente, 11; E.P.S., Edificio B; UAM-Cantoblanco, 28049 Madrid, Spain#TAB#"
2074564087,"IBM T. J. Watson Research Center, Yorktown Heights, NY"
2074694452,"Google, Cambridge, MA, USA"
2074694452,"Google, Mountain View, CA, USA"
2074694452,"Google, Pittsburgh, PA, USA"
2074694452,"Google, Seattle, WA, USA"
2074737208,"Department of Energy and Mechanical Engineering, Gyeongsang National University, Institute of Marine Industry, 445 Inpyeong-dong, Tongyeong 650-160, South Korea"
2074737208,"School of Computing and Engineering, University of Huddersfield, Queensgate, Huddersfield HD1 3DH, UK"
2074788385,"IBM T J Watson Research Center, Yorktown Heights, NY#TAB#"
2074812689,"Faculty of Computer and Information Science, University of Ljubljana, Ljubljana, Slovenia 1000#TAB#"
2074813915,"Department of Computer Science and Software Engineering, University of Melbourne, Victoria 3010, Australia#TAB#"
2074813915,"Department of Geomatics, University of Melbourne, Victoria 3010, Australia#TAB#"
2074813915,"Department of Spatial Information Science and Engineering, National Center for Geographic Information and Analysis, 348 Boardman Hall, University of Maine, Orono, ME 04469-5711, USA and Department ...#TAB#"
2074837969,"University of Alberta, Edmonton, Alberta, Canada"
2074870837,Naval Surface Warfare Ctr. Panama City Division (United States)
2074870837,Univ. of Florida (United States)
2074870855,Nanjing Tech University
2074880987,China University of Geosciences
2074903213,"Computer Science Department, Carlos III University of Madrid, Avda. Universidad 30, 28911 Leganes, Spain#TAB#"
2074918630,"University of Genova, Department of Anthropological Sciences (DISA), Genova, Italy"
2074932325,"CENTRIA, Departamento de Informática, Faculdadede Ciências Tecnologia, Universidade Nova de Lisboa, Caparica, Portugal#TAB#"
2074932325,"COMO, Vrije Universiteit Brussel, Brussels, Belgium, DKE, Universiteit Maastricht, Maastricht, Netherlands#TAB#"
2074932325,"COMO, Vrije Universiteit Brussel, Brussels, Belgium, MLG, Université Libre de Bruxelles, Brussels, Belgium#TAB#"
2074932325,"COMO, Vrije Universiteit Brussel, Brussels, Belgium#TAB#"
2074985219,"Dept. of Computer Science, Rutgers University, USA#TAB#"
2074985219,"Faculty of Computer Science, Free University of Bozen-Bolzano, Italy#TAB#"
2075017647,"TCTS Labs., Faculté Polytechnique de Mons, Multitel Building, Avenue Copernic 1, Parc Initialis, B-7000 Mons, Belgium"
2075044701,"Chaos and Fractals Informatics Laboratory (NLAB), Department of Electrical Engineering, Faculty of Engineering, Nagaoka University of Technology"
